make,model,make_model,branch,date_of_sale,month,is_late_to_pay,is_late_to_pay_word,payment_expected,payment_actual,payment_ratio,payment_full,payment_full_word
Boxer,BM 100,Boxer BM 100,Migori,14/04/2021,April,0,NO,102415,102415,100,0,NO
Boxer,BM 150,Boxer BM 150,Kisumu,10/05/2021,May,0,NO,125640,125640,100,0,NO
Sonlink,SL100-B,Sonlink SL100-B,Mombasa,22/03/2021,March,0,NO,64408,64408,100,0,NO
Sonlink,SL100-B,Sonlink SL100-B,Mombasa,27/03/2021,March,0,NO,77289,77289,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,24/04/2021,April,1,YES,126205,14079,11.15565944,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,10/02/2021,February,0,NO,85144,85144,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,14/04/2021,April,1,YES,132150,28450,21.52856602,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,14/06/2021,June,0,NO,111651,111651,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,12/01/2021,January,0,NO,77118,77118,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,15/06/2021,June,1,YES,138249,9950,7.19715875,1,YES
TVS,HLX 125CC,TVS HLX 125CC,Kisumu,26/04/2021,April,0,NO,103392,103392,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,23/01/2021,January,0,NO,74567,74567,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,24/05/2021,May,0,NO,115443,115443,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,19/04/2021,April,0,NO,112535,112535,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,04/06/2021,June,0,NO,109131,109131,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,17/05/2021,May,0,NO,120390,120390,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,07/05/2021,May,0,NO,105166,105166,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,16/02/2021,February,0,NO,79294,79294,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,21/04/2021,April,0,NO,113770,113770,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,03/05/2021,May,0,NO,100935,100935,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,12/04/2021,April,0,NO,120681,120681,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,21/01/2021,January,0,NO,77052,77052,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,10/04/2021,April,0,NO,113770,113770,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,21/01/2021,January,0,NO,84803,84803,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,10/05/2021,May,0,NO,102429,102429,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,08/01/2021,January,1,YES,101205,29410,29.05982906,1,YES
Boxer,BM 100,Boxer BM 100,Migori,06/05/2021,May,0,NO,106057,106057,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,26/02/2021,February,0,NO,87877,87877,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,29/03/2021,March,0,NO,95298,95298,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,18/05/2021,May,0,NO,117235,117235,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,02/02/2021,February,0,NO,107695,107695,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,15/04/2021,April,0,NO,96736,96736,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,08/03/2021,March,0,NO,90953,90953,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,06/01/2021,January,0,NO,90650,90650,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,08/01/2021,January,0,NO,85325,85325,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,16/04/2021,April,0,NO,99832,99832,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,11/03/2021,March,0,NO,92040,92040,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Kisumu,24/05/2021,May,0,NO,124313,124313,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,06/05/2021,May,0,NO,94592,94592,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,28/06/2021,June,0,NO,107545,107545,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,09/06/2021,June,0,NO,133925,133925,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,16/04/2021,April,0,NO,104520,104520,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,05/05/2021,May,0,NO,120366,120366,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,14/06/2021,June,0,NO,130711,130711,100,0,NO
Boxer,BM X150,Boxer BM X150,Mombasa,09/01/2021,January,0,NO,87418,87418,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,01/02/2021,February,0,NO,81625,81625,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Mombasa,17/05/2021,May,0,NO,113770,113770,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,23/04/2021,April,0,NO,124920,124920,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,28/05/2021,May,0,NO,131551,131551,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,15/02/2021,February,0,NO,91161,91161,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,29/05/2021,May,0,NO,108198,108198,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,04/01/2021,January,0,NO,84368,84368,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,15/06/2021,June,0,NO,130695,130695,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,09/04/2021,April,0,NO,95766,95766,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,09/04/2021,April,0,NO,98434,98434,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,29/05/2021,May,0,NO,132268,132268,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,03/03/2021,March,0,NO,88846,88846,100,0,NO
Sonlink,150-KB,Sonlink 150-KB,Nairobi,28/05/2021,May,0,NO,101194,101194,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,01/03/2021,March,0,NO,82802,82802,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,10/03/2021,March,0,NO,92040,92040,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,06/03/2021,March,0,NO,89011,89011,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,11/03/2021,March,0,NO,79980,79980,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,21/05/2021,May,1,YES,109253,2581,2.362406524,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,19/04/2021,April,1,YES,127174,24300,19.10767924,1,YES
Boxer,BM 150,Boxer BM 150,Bungoma,01/02/2021,February,0,NO,89320,89320,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,28/04/2021,April,0,NO,124170,124170,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,02/02/2021,February,0,NO,66758,66758,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,06/01/2021,January,0,NO,108065,108065,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Nairobi,11/03/2021,March,0,NO,93948,93948,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,28/06/2021,June,0,NO,133894,133894,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,04/01/2021,January,0,NO,74800,74800,100,0,NO
Sonlink,125-A1,Sonlink 125-A1,Kisumu,12/02/2021,February,0,NO,79383,79383,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,25/03/2021,March,0,NO,63351,63351,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,08/06/2021,June,0,NO,130605,130605,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,09/02/2021,February,1,YES,90928,19467,21.40924688,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,09/02/2021,February,0,NO,83161,83161,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,11/06/2021,June,0,NO,130340,130340,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,19/04/2021,April,0,NO,104106,104106,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,30/03/2021,March,0,NO,123333,123333,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,19/05/2021,May,0,NO,105014,105014,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,25/06/2021,June,0,NO,123265,123265,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,30/01/2021,January,0,NO,89535,89535,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,26/03/2021,March,0,NO,118005,118005,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,28/05/2021,May,0,NO,107379,107379,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,17/04/2021,April,1,YES,132268,28310,21.40351408,1,YES
Boxer,BM X125,Boxer BM X125,Nairobi,08/06/2021,June,0,NO,120873,120873,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,23/04/2021,April,1,YES,119245,3142,2.634911317,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,07/01/2021,January,0,NO,13880,13880,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,29/04/2021,April,0,NO,126757,126757,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,29/04/2021,April,0,NO,122520,122520,100,0,NO
Sonlink,125-A1,Sonlink 125-A1,Nairobi,22/05/2021,May,0,NO,104829,104829,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,08/04/2021,April,1,YES,143290,58752,41.00216344,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,10/04/2021,April,0,NO,111695,111695,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,24/06/2021,June,0,NO,134921,134921,100,0,NO
Sonlink,SL150-KDX,Sonlink SL150-KDX,Nairobi,10/03/2021,March,0,NO,81470,81470,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,23/04/2021,April,0,NO,120970,120970,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Kisumu,15/04/2021,April,0,NO,107078,107078,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,30/01/2021,January,0,NO,83161,83161,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,19/02/2021,February,0,NO,90928,90928,100,0,NO
Sonlink,125-A2,Sonlink 125-A2,Migori,05/01/2021,January,0,NO,71488,71488,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,04/01/2021,January,0,NO,98781,98781,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,07/05/2021,May,1,YES,127068,14140,11.12790002,1,YES
Boxer,BM 150,Boxer BM 150,Mombasa,05/05/2021,May,0,NO,128594,128594,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,08/04/2021,April,0,NO,108725,108725,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,01/03/2021,March,0,NO,83182,83182,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,08/02/2021,February,0,NO,97677,97677,100,0,NO
Boxer,BM 150,Boxer BM 150,Kisumu,08/01/2021,January,0,NO,86850,86850,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,25/02/2021,February,0,NO,97074,97074,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,02/03/2021,March,0,NO,53759,53759,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Mombasa,06/03/2021,March,0,NO,87408,87408,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,22/02/2021,February,0,NO,85767,85767,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,27/05/2021,May,1,YES,137059,20400,14.88410101,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,27/03/2021,March,0,NO,115353,115353,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,17/05/2021,May,1,YES,115481,21354,18.49135356,1,YES
Boxer,BM 150,Boxer BM 150,Bungoma,03/02/2021,February,0,NO,107331,107331,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,29/03/2021,March,0,NO,93761,93761,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,08/01/2021,January,0,NO,72386,72386,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,15/05/2021,May,0,NO,96830,96830,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Kisumu,06/04/2021,April,0,NO,106860,106860,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,25/01/2021,January,1,YES,133790,79650,59.53359743,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,29/05/2021,May,0,NO,130255,130255,100,0,NO
Sonlink,125-A2,Sonlink 125-A2,Bungoma,01/03/2021,March,0,NO,82854,82854,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,21/04/2021,April,0,NO,107724,107724,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,27/04/2021,April,0,NO,123284,123284,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,07/05/2021,May,0,NO,128370,128370,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,10/05/2021,May,0,NO,104520,104520,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,02/03/2021,March,0,NO,96994,96994,100,0,NO
Boxer,BM 150,Boxer BM 150,Kisumu,08/04/2021,April,0,NO,82765,82765,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,30/01/2021,January,0,NO,86287,86287,100,0,NO
Sonlink,KC 150CC,Sonlink KC 150CC,Nairobi,08/03/2021,March,0,NO,88308,88308,100,0,NO
TVS,LX 100CC KS,TVS LX 100CC KS,Bungoma,04/03/2021,March,0,NO,90452,90452,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,11/03/2021,March,0,NO,74070,74070,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,05/01/2021,January,0,NO,74839,74839,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,13/03/2021,March,0,NO,97368,97368,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,21/04/2021,April,0,NO,104734,104734,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,30/03/2021,March,0,NO,120289,120289,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Nairobi,26/03/2021,March,0,NO,89154,89154,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,28/05/2021,May,0,NO,105591,105591,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,10/02/2021,February,0,NO,87538,87538,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,08/04/2021,April,1,YES,119409,9480,7.939100068,1,YES
Boxer,BM 100,Boxer BM 100,Migori,12/06/2021,June,0,NO,112778,112778,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,24/05/2021,May,1,YES,118353,23796,20.10595422,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,18/05/2021,May,0,NO,104142,104142,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,28/01/2021,January,0,NO,70402,70402,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,13/04/2021,April,0,NO,108751,108751,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,05/01/2021,January,1,YES,90038,34452,38.26384415,1,YES
Sonlink,125-A2,Sonlink 125-A2,Migori,25/01/2021,January,0,NO,91012,91012,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,08/01/2021,January,0,NO,86170,86170,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,06/01/2021,January,0,NO,67317,67317,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,09/06/2021,June,0,NO,125799,125799,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,26/04/2021,April,0,NO,102532,102532,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,24/03/2021,March,0,NO,106563,106563,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,16/02/2021,February,0,NO,113067,113067,100,0,NO
Boxer,BM X150,Boxer BM X150,Nairobi,17/04/2021,April,0,NO,117785,117785,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,21/06/2021,June,0,NO,132638,132638,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,02/06/2021,June,0,NO,109595,109595,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,12/01/2021,January,0,NO,74611,74611,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,06/04/2021,April,0,NO,78136,78136,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,18/05/2021,May,1,YES,108870,6564,6.029209149,1,YES
Boxer,BM 150,Boxer BM 150,Bungoma,22/01/2021,January,0,NO,104635,104635,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,16/02/2021,February,0,NO,83161,83161,100,0,NO
Boxer,CT 125,Boxer CT 125,Migori,08/01/2021,January,1,YES,41976,22709,54.09996188,1,YES
TVS,STAR 100CC KS,TVS STAR 100CC KS,Migori,08/05/2021,May,0,NO,73386,73386,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,15/05/2021,May,0,NO,103988,103988,100,0,NO
Boxer,BM 150,Boxer BM 150,Migori,27/05/2021,May,0,NO,128519,128519,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,12/02/2021,February,0,NO,71747,71747,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,20/04/2021,April,0,NO,97388,97388,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,14/06/2021,June,0,NO,118573,118573,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Mombasa,17/04/2021,April,0,NO,89768,89768,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,21/04/2021,April,0,NO,105122,105122,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,27/05/2021,May,0,NO,108998,108998,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,19/05/2021,May,0,NO,121242,121242,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,07/04/2021,April,0,NO,71384,71384,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,10/06/2021,June,0,NO,135865,135865,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,22/06/2021,June,0,NO,137542,137542,100,0,NO
Boxer,BM X125,Boxer BM X125,Nairobi,23/04/2021,April,0,NO,111608,111608,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Kisumu,19/04/2021,April,0,NO,131892,131892,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,07/01/2021,January,0,NO,91092,91092,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,05/05/2021,May,0,NO,105746,105746,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,19/01/2021,January,0,NO,48792,48792,100,0,NO
Sonlink,125-A2,Sonlink 125-A2,Bungoma,09/03/2021,March,0,NO,94120,94120,100,0,NO
Sonlink,KC 150CC,Sonlink KC 150CC,Nairobi,18/02/2021,February,0,NO,86601,86601,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,26/02/2021,February,0,NO,99534,99534,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,16/04/2021,April,0,NO,108790,108790,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,09/06/2021,June,0,NO,111084,111084,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,11/03/2021,March,0,NO,88419,88419,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,03/02/2021,February,0,NO,84620,84620,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,10/06/2021,June,0,NO,112120,112120,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,19/01/2021,January,0,NO,70926,70926,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,11/02/2021,February,0,NO,82365,82365,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,14/04/2021,April,0,NO,107378,107378,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Kisumu,04/01/2021,January,1,YES,116667,59067,50.62871249,1,YES
Boxer,BM 150,Boxer BM 150,Mombasa,09/02/2021,February,0,NO,99603,99603,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,21/04/2021,April,0,NO,103112,103112,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,30/04/2021,April,0,NO,104960,104960,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,09/01/2021,January,0,NO,84442,84442,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,27/05/2021,May,0,NO,118789,118789,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,23/06/2021,June,0,NO,133125,133125,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Mombasa,26/05/2021,May,0,NO,69704,69704,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,12/02/2021,February,0,NO,81702,81702,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,19/06/2021,June,0,NO,98165,98165,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,10/06/2021,June,0,NO,103789,103789,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,05/05/2021,May,0,NO,120913,120913,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,03/05/2021,May,0,NO,114514,114514,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,20/05/2021,May,0,NO,108185,108185,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,08/06/2021,June,0,NO,114610,114610,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,24/03/2021,March,0,NO,104988,104988,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Nairobi,06/04/2021,April,0,NO,93190,93190,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,29/04/2021,April,0,NO,75560,75560,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,25/03/2021,March,0,NO,95224,95224,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,04/06/2021,June,0,NO,108240,108240,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,09/01/2021,January,0,NO,93915,93915,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,27/02/2021,February,0,NO,96970,96970,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,08/06/2021,June,0,NO,109122,109122,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,24/06/2021,June,0,NO,134086,134086,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,16/04/2021,April,0,NO,113189,113189,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,19/01/2021,January,0,NO,82272,82272,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,25/01/2021,January,0,NO,50367,50367,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,20/05/2021,May,0,NO,107594,107594,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,23/03/2021,March,0,NO,111464,111464,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,23/03/2021,March,0,NO,112521,112521,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,20/04/2021,April,0,NO,101065,101065,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Kisumu,08/05/2021,May,0,NO,119530,119530,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,25/03/2021,March,0,NO,104796,104796,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,15/02/2021,February,0,NO,95529,95529,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,05/01/2021,January,0,NO,48235,48235,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,03/05/2021,May,0,NO,121080,121080,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,06/01/2021,January,0,NO,72653,72653,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,30/06/2021,June,0,NO,104582,104582,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,23/01/2021,January,0,NO,80288,80288,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,11/05/2021,May,0,NO,133476,133476,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,08/05/2021,May,0,NO,111280,111280,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,07/01/2021,January,0,NO,64388,64388,100,0,NO
Boxer,BM X150,Boxer BM X150,Nairobi,10/02/2021,February,0,NO,97749,97749,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,12/01/2021,January,0,NO,80992,80992,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,17/02/2021,February,0,NO,84430,84430,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,24/03/2021,March,0,NO,90807,90807,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,09/04/2021,April,0,NO,97928,97928,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,27/02/2021,February,0,NO,75683,75683,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,08/02/2021,February,0,NO,78784,78784,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Nairobi,20/03/2021,March,0,NO,81491,81491,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,02/06/2021,June,0,NO,115527,115527,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,03/05/2021,May,0,NO,100432,100432,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,03/05/2021,May,0,NO,110424,110424,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,23/04/2021,April,0,NO,99909,99909,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,02/02/2021,February,0,NO,101280,101280,100,0,NO
Boxer,BM 150,Boxer BM 150,Kisumu,25/01/2021,January,0,NO,82968,82968,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,24/02/2021,February,0,NO,93363,93363,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,15/02/2021,February,0,NO,83534,83534,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,25/03/2021,March,0,NO,109884,109884,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,24/03/2021,March,0,NO,93688,93688,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,15/02/2021,February,0,NO,33429,33429,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,05/06/2021,June,0,NO,112946,112946,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,12/05/2021,May,0,NO,126757,126757,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,27/01/2021,January,0,NO,84085,84085,100,0,NO
Boxer,BM 100 ES,Boxer BM 100 ES,Migori,15/06/2021,June,1,YES,114051,4030,3.53350694,1,YES
